,Name,Category,priceElement,ZipCode,QueryCategory
39763, Gold Moon Chinese Restaurant,RestaurantsChinese Restaurants,,60409,restaurant
39764, Calumet Pancake House,RestaurantsFamily Style Restaurants,,60409,restaurant
39765, Orbie's Chicago Barbeque,RestaurantsBarbecue Restaurants,,60409,restaurant
39766, Greens BBQ Jerk & Soulfood,RestaurantsBarbecue Restaurants,,60409,restaurant
39767, Greens BBQ,RestaurantsBarbecue Restaurants,,60409,restaurant
39768, Mohan Inc,RestaurantsSeafood Restaurants,,60409,restaurant
39769, Bear's BBQ,RestaurantsBarbecue Restaurants,,60409,restaurant
39770, Piggys and A Chicken,RestaurantsBarbecue Restaurants,,60409,restaurant
39771, Four Little Pigs BBQ Pit,RestaurantsBarbecue RestaurantsCaterers,,60409,restaurant
39772, Whats Up,RestaurantsBarbecue RestaurantsBars,,60409,restaurant
39773, Ted's Family Restaurant,"RestaurantsAmerican RestaurantsBreakfast, Brunch & Lunch Restaurants",,60409,restaurant
39774, Bagleys,RestaurantsBarbecue RestaurantsBars,$,60409,restaurant
39775, Leona's Restaurant- Calumet City,RestaurantsPizzaTake Out Restaurants,$$,60409,restaurant
39776, J & J's Fish & Chicken,RestaurantsChicken RestaurantsAmerican Restaurants,$$,60409,restaurant
39777,Chu's China Bistro,RestaurantsChinese RestaurantsAmerican Restaurants,$$,60409,restaurant
39778,Seafood Paradise,RestaurantsSeafood Restaurants,$$,60409,restaurant
39779,Cocula Restaurant,RestaurantsMexican RestaurantsCaterers,,60409,restaurant
39780,Chili's Grill & Bar,RestaurantsAmerican RestaurantsBars,,60409,restaurant
39781,Denny's,"RestaurantsBreakfast, Brunch & Lunch RestaurantsAmerican Restaurants",$,60409,restaurant
39782,Buffalo Wild Wings,RestaurantsChicken RestaurantsTake Out Restaurants,$$,60409,restaurant
39783,Roc & Ro BBQ,RestaurantsBarbecue RestaurantsChicken Restaurants,,60409,restaurant
39784,Outback Steakhouse,RestaurantsSteak HousesAmerican Restaurants,,60409,restaurant
39785,Tom's Restaurant,RestaurantsAmerican RestaurantsCaterers,$,60409,restaurant
39786,elio's Pizza of South Holland,RestaurantsPizzaItalian RestaurantsCaterers,,60409,restaurant
39787, Vinnys Place,Restaurants,,60406,restaurant
39788, Eclectic Soul Food,Restaurants,,60406,restaurant
39789, Two Latinas With Soul,RestaurantsSoul Food Restaurants,,60406,restaurant
39790, Birrieria Loreto Mexican Restaurant,RestaurantsLatin American RestaurantsMexican Restaurants,$,60406,restaurant
39791, Moco Limited,Restaurants,,60406,restaurant
39792, Pollo Locuas,RestaurantsMexican RestaurantsTake Out Restaurants,$,60406,restaurant
39793, El Torito,RestaurantsMexican Restaurants,$$,60406,restaurant
39794, Iona's On the Blu,Restaurants,$$,60406,restaurant
39795, Dos Brothers,RestaurantsMexican RestaurantsLatin American Restaurants,$,60406,restaurant
39796, Love On The Blu,RestaurantsFrench RestaurantsBars,,60406,restaurant
39797, Frank's Pizza House,RestaurantsPizzaTake Out Restaurants,,60406,restaurant
39798, Taqueria Jalisco,RestaurantsMexican Restaurants,$,60406,restaurant
39799, Beggars Pizza,RestaurantsPizza,,60406,restaurant
39800, Little Caesars Pizza,RestaurantsPizzaTake Out Restaurants,,60406,restaurant
39801, Dotty's Deli,RestaurantsDelicatessens,,60406,restaurant
39802, Dunkin',RestaurantsDonut ShopsBagels,,60406,restaurant
39803, Sharks Fish & Chicken,RestaurantsChicken RestaurantsAmerican Restaurants,$$$,60406,restaurant
39804, La Finka Mexican Family Restaurant,RestaurantsMexican RestaurantsSeafood Restaurants,,60406,restaurant
39805, Stefanelli's Fine Imports,RestaurantsItalian Restaurants,$,60406,restaurant
39806, Mario's Tacos,RestaurantsMexican RestaurantsAmerican Restaurants,$,60406,restaurant
39807, Giuseppe's Trattoria Italiano,RestaurantsPizzaItalian Restaurants,,60406,restaurant
39808,Becker Foods Restaurant Supls,RestaurantsFamily Style Restaurants,,60406,restaurant
39809,Tommy's Place,RestaurantsBarbecue RestaurantsBars,$,60406,restaurant
39810,See Thru Chinese Kitchen,RestaurantsChinese RestaurantsAsian Restaurants,,60406,restaurant
39811,Island Sports Bar & Grill,RestaurantsBarbecue RestaurantsAmerican Restaurants,$$,60406,restaurant
39812,Beggars Pizza,RestaurantsPizzaItalian Restaurants,,60406,restaurant
39813,Tuscan Grill,RestaurantsItalian RestaurantsPizza,$$,60406,restaurant
39814,Restaurante Tenochtitlan,RestaurantsFamily Style RestaurantsCaterers,$$,60406,restaurant
39815,Esparzas Restaurant,RestaurantsFamily Style RestaurantsTake Out Restaurants,$,60406,restaurant
39816,Mr Chop Suey,RestaurantsChinese Restaurants,$,60406,restaurant
39817,elio's Pizza of South Holland,RestaurantsPizzaItalian RestaurantsCaterers,,60406,restaurant
39818, Two Son's Restaurant,RestaurantsFamily Style Restaurants,,60402,restaurant
39819, Zoran Srbinovski Bar Inc,RestaurantsBarbecue RestaurantsBars,,60402,restaurant
39820, Bay BBQ,RestaurantsBarbecue Restaurants,,60402,restaurant
39821, Wishbone Restaurant,RestaurantsFamily Style RestaurantsVegetarian Restaurants,$,60402,restaurant
39822, The Grecian Village Restaurant,RestaurantsFamily Style RestaurantsBars,,60402,restaurant
39823, Salernos Pizza & Pasta,RestaurantsPizzaCaterers,,60402,restaurant
39824, Overseas China Restaurant,RestaurantsChinese RestaurantsTake Out Restaurants,$,60402,restaurant
39825, Wanda's Chinese Kitchen,RestaurantsChinese RestaurantsAsian Restaurants,$,60402,restaurant
39826, J Wok Chinese Kitchen,RestaurantsChinese RestaurantsCaterers,$$,60402,restaurant
39827, Juniors Bar & Grill,RestaurantsBarbecue RestaurantsBars,$,60402,restaurant
39828, 3240 Presto Cafe,RestaurantsCoffee ShopsAmerican Restaurants,$$,60402,restaurant
39829, The Garage Smokehouse and Bar,RestaurantsBarbecue RestaurantsBars,$$,60402,restaurant
39830, Tapp City,RestaurantsBarbecue RestaurantsBars,$,60402,restaurant
39831, Wok N Roll Express,RestaurantsChinese RestaurantsAsian Restaurants,$,60402,restaurant
39832, Restaurant Guadalajara Grill,RestaurantsMexican RestaurantsFamily Style Restaurants,$$,60402,restaurant
39833, Connie's Family Restaurant,RestaurantsAmerican RestaurantsFamily Style Restaurants,$$,60402,restaurant
39834, Bodhi Thai Bistro,RestaurantsThai RestaurantsTake Out Restaurants,$$,60402,restaurant
39835, Los Pinoleros Restaurant,RestaurantsFamily Style RestaurantsCaterers,$,60402,restaurant
39836, Alexanders Restaurant,RestaurantsAmerican RestaurantsFamily Style Restaurants,,60402,restaurant
39837, Buffalo Wild Wings,RestaurantsChicken RestaurantsTake Out Restaurants,$$,60402,restaurant
39838, N Joy 2,RestaurantsAsian RestaurantsCaterers,$,60402,restaurant
39839,Mikes Place Sports Bar & Grill,RestaurantsAmerican RestaurantsBars,,60402,restaurant
39840,Travy's Tavern,RestaurantsAmerican Restaurants,,60402,restaurant
39841,Capri Restaurant,RestaurantsVegetarian RestaurantsSandwich Shops,,60402,restaurant
39842,Lalo's Restaurant,RestaurantsMexican RestaurantsCaterers,$$,60402,restaurant
39843,LongHorn Steakhouse,RestaurantsSteak HousesTake Out Restaurants,$$,60402,restaurant
39844,City Barbeque,RestaurantsBarbecue RestaurantsCaterers,$$,60402,restaurant
39845,Cigars and Stripes BBQ Lounge,RestaurantsBarbecue RestaurantsBars,$,60402,restaurant
39846,Czech Plaza Restaurant,RestaurantsFamily Style RestaurantsTake Out Restaurants,,60402,restaurant
39847,Paisans Pizzeria & Bar,RestaurantsPizzaItalian Restaurants,$$,60402,restaurant
39848, Sushi House,RestaurantsSushi BarsTake Out Restaurants,$$,60305,restaurant
39849, Oak Park - Lou Malnati's Pizzeria,RestaurantsItalian RestaurantsPizza,$,60305,restaurant
39850, Carnivore Inc,RestaurantsAmerican RestaurantsRestaurant Delivery Service,$$,60305,restaurant
39851, Q-Bbq,RestaurantsBarbecue RestaurantsAmerican Restaurants,$$,60305,restaurant
39852, The Little Gem Cafe,RestaurantsContinental RestaurantsCoffee Shops,$$,60305,restaurant
39853, TGI Fridays,RestaurantsAmerican RestaurantsBar & Grills,$$,60305,restaurant
39854, Trattoria Peppino,RestaurantsItalian RestaurantsTake Out Restaurants,$$,60305,restaurant
39855, Hemmingway's Bistro,RestaurantsFrench RestaurantsContinental Restaurants,$$$,60305,restaurant
39856, Giordano's,RestaurantsPizzaItalian Restaurants,$$,60305,restaurant
39857, River Forest Chocolates,RestaurantsChocolate & CocoaCandy & Confectionery,$$,60305,restaurant
39858, Subway,RestaurantsFast Food RestaurantsSandwich Shops,,60305,restaurant
39859, McDonald's,RestaurantsFast Food RestaurantsHamburgers & Hot Dogs,,60305,restaurant
39860, Boston Market,RestaurantsFast Food RestaurantsAmerican Restaurants,,60305,restaurant
39861, Bistro Sake,Restaurants,,60305,restaurant
39862, Kevils Inc,Restaurants,,60305,restaurant
39863, Sally's Original Pancake House & Restaurant,Restaurants,,60305,restaurant
39864, Peet's Coffee & Tea,RestaurantsCoffee & Espresso RestaurantsCoffee & Tea,,60305,restaurant
39865, Marc Anthony Enterprises Inc,Restaurants,,60305,restaurant
39866, Good Earth Greenhouse,Restaurants,$$$,60305,restaurant
39867, Frank's Deli,RestaurantsDelicatessens,$,60305,restaurant
39868, La Parrillita Mexican Grill,RestaurantsMexican RestaurantsCaterers,$,60305,restaurant
39869,Capri Italian Food,RestaurantsDelicatessens,,60305,restaurant
39870,Panera Bread,RestaurantsSandwich ShopsCoffee Shops,,60305,restaurant
39871,Annies Italian Beef,RestaurantsSteak Houses,,60305,restaurant
39872,Native Foods Cafe,RestaurantsAmerican Restaurants,,60305,restaurant
39873,El Rancho 59 Mexican Grill,RestaurantsMexican RestaurantsFamily Style Restaurants,,60305,restaurant
39874,Grandma Sally's Family Restaurant,RestaurantsFamily Style RestaurantsTake Out Restaurants,$$,60305,restaurant
39875,Bertolli's Pizza,RestaurantsPizzaItalian Restaurants,$,60305,restaurant
39876,Noodles & Company,RestaurantsAsian Restaurants,$,60305,restaurant
39877,Yolk,RestaurantsAmerican Restaurants,$$,60305,restaurant
39878, My Cake Bite Delights,RestaurantsBakeriesTake Out Restaurants,,60304,restaurant
39879, Pete's Red Hot's,RestaurantsFast Food RestaurantsTake Out Restaurants,$,60304,restaurant
39880, Pizza Capri,RestaurantsPizza,,60304,restaurant
39881, Peet's Coffee & Tea,RestaurantsCoffee & Espresso RestaurantsCoffee & Tea,,60304,restaurant
39882, GRND Enterprises,RestaurantsCoffee Shops,$$,60304,restaurant
39883, Rare Bird Preserves Inc,Restaurants,$$$,60304,restaurant
39884, Briejo,Restaurants,$$,60304,restaurant
39885, Taco Mucho,Restaurants,,60304,restaurant
39886, Margaritas Oak Park,RestaurantsMexican Restaurants,,60304,restaurant
39887, Chicago Style Vegan,Restaurants,$$,60304,restaurant
39888, Sanders Soul Food,Restaurants,,60304,restaurant
39889, Taco Grill,Restaurants,$,60304,restaurant
39890, Addis Cafe,RestaurantsCoffee ShopsCoffee & Tea,$,60304,restaurant
39891, Taste of Brazil,RestaurantsTake Out RestaurantsCaterers,$$,60304,restaurant
39892, The Happy Apple Pie Shop,RestaurantsDessert Restaurants,,60304,restaurant
39893, Oak Park Bakery,RestaurantsWholesale BakeriesBakeries,$,60304,restaurant
39894, Dunkin',RestaurantsDonut ShopsBagels,,60304,restaurant
39895, Buzz Cafe,RestaurantsHealth & Diet Food Products,$$,60304,restaurant
39896, Ino's Tacos,RestaurantsMexican RestaurantsFamily Style Restaurants,$,60304,restaurant
39897, Lin Garden Inc,RestaurantsFamily Style Restaurants,,60304,restaurant
39898, Joey's Seafood Shack,RestaurantsSeafood Restaurants,,60304,restaurant
39899,Happiness Chinese Restaurant,RestaurantsChinese RestaurantsTake Out Restaurants,$,60304,restaurant
39900,Lola Tining's Cuisine,RestaurantsFilipino RestaurantsAsian Restaurants,$,60304,restaurant
39901,Sen Sushi Bar,RestaurantsSushi BarsJapanese Restaurants,$$,60304,restaurant
39902,La Majada Restaurant Inc,RestaurantsLatin American RestaurantsFamily Style Restaurants,$$,60304,restaurant
39903,Eastgate Cafe,RestaurantsCoffee & Espresso RestaurantsCaterers,$$,60304,restaurant
39904,Lalo's Restaurant,RestaurantsFamily Style Restaurants,$$,60304,restaurant
39905,Salerno's Pizza of Oak Park,RestaurantsPizzaItalian Restaurants,$$,60304,restaurant
39906,Avenue Ale House,RestaurantsAmerican RestaurantsBars,$$,60304,restaurant
39907,Trattoria 225,RestaurantsItalian RestaurantsPizza,$$,60304,restaurant
39908, Robinson's #1 Ribs,RestaurantsAmerican RestaurantsBarbecue Restaurants,$$,60303,restaurant
39909, Barclay's American Grille,RestaurantsBarbecue RestaurantsBar & Grills,$$,60303,restaurant
39910, Eastgate Cafe,RestaurantsCoffee & Espresso RestaurantsCaterers,$$,60303,restaurant
39911, Winberie's Restaurant & Bar,RestaurantsAmerican Restaurants,$$,60303,restaurant
39912, Poor Phil's Bar & Grill,RestaurantsSeafood RestaurantsBars,$$,60303,restaurant
39913, Lalo's Restaurant,RestaurantsFamily Style Restaurants,$$,60303,restaurant
39914, Mancini's Italian Bistro,RestaurantsPizzaTake Out Restaurants,$$,60303,restaurant
39915, Noodles & Company,RestaurantsAsian Restaurants,$,60303,restaurant
39916, New Rebozo,RestaurantsFamily Style RestaurantsMexican Restaurants,$$,60303,restaurant
39917, Bar Louie,RestaurantsAmerican RestaurantsBars,$$,60303,restaurant
39918, Cozy Corner Coffee Shop,RestaurantsCoffee ShopsAmerican Restaurants,$,60303,restaurant
39919, Wild Onion Tied House,RestaurantsAmerican RestaurantsBars,,60303,restaurant
39920, Victory Italian - Oak Park,RestaurantsItalian Restaurants,$$$$,60303,restaurant
39921, Cooper's Hawk Winery & Restaurant- Oak Park,RestaurantsAmerican RestaurantsTake Out Restaurants,$$$$,60303,restaurant
39922, Bricks of Oak Park,RestaurantsPizzaTake Out Restaurants,,60303,restaurant
39923, Munch,RestaurantsAmerican RestaurantsCaterers,$$,60303,restaurant
39924, Sushi House,RestaurantsSushi BarsTake Out Restaurants,$$,60303,restaurant
39925, Avenue Ale House,RestaurantsAmerican RestaurantsBars,$$,60303,restaurant
39926, Oak Park - Lou Malnati's Pizzeria,RestaurantsItalian RestaurantsPizza,$,60303,restaurant
39927, Carnivore Inc,RestaurantsAmerican RestaurantsRestaurant Delivery Service,$$,60303,restaurant
39928, Butter & Brown Bistro,RestaurantsAmerican RestaurantsFrench Restaurants,$,60303,restaurant
39929,Scratch On Lake,RestaurantsAmerican RestaurantsSandwich Shops,$$,60303,restaurant
39930,Q-Bbq,RestaurantsBarbecue RestaurantsAmerican Restaurants,$$,60303,restaurant
39931,The Little Gem Cafe,RestaurantsContinental RestaurantsCoffee Shops,$$,60303,restaurant
39932,TGI Fridays,RestaurantsAmerican RestaurantsBar & Grills,$$,60303,restaurant
39933,George's Restaurant,RestaurantsCoffee ShopsAmerican Restaurants,$$,60303,restaurant
39934,Trattoria 225,RestaurantsItalian RestaurantsPizza,$$,60303,restaurant
39935,Cucina Paradiso,RestaurantsItalian RestaurantsTake Out Restaurants,$$,60303,restaurant
39936,Maya Del Sol,RestaurantsMexican RestaurantsLatin American Restaurants,$$,60303,restaurant
39937,Hemmingway's Bistro,RestaurantsFrench RestaurantsContinental Restaurants,$$$,60303,restaurant
39938, Chez Joel Bistro,RestaurantsAmerican RestaurantsFrench Restaurants,,60302,restaurant
39939, Ventures Inc Ristorante Ital,RestaurantsItalian Restaurants,,60302,restaurant
39940, La Notte Ristorante Italiano,RestaurantsItalian RestaurantsCaterers,$$$,60302,restaurant
39941, Wings & Dinges Limited,RestaurantsBarbecue Restaurants,,60302,restaurant
39942, Kinzie Restaurant LP,RestaurantsItalian RestaurantsSteak Houses,,60302,restaurant
39943, Chicago's Home of Chicken & Waffles II,RestaurantsAmerican RestaurantsCaterers,$$,60302,restaurant
39944," Cuzzo's Pasta, Pizza, Panini & More",RestaurantsPizzaCaterers,$$,60302,restaurant
39945, Number One Chop Suey,RestaurantsChinese RestaurantsCaterers,$$,60302,restaurant
39946, China Chop Suey,RestaurantsChinese Restaurants,$,60302,restaurant
39947, La Leyenda Taco,RestaurantsSeafood Restaurants,$,60302,restaurant
39948, King Chop Suey,RestaurantsChinese RestaurantsTake Out Restaurants,$,60302,restaurant
39949, Connolly's Public House,RestaurantsAmerican RestaurantsIrish Restaurants,$$,60302,restaurant
39950, Penny's Noodles-Oak Park,RestaurantsThai RestaurantsCaterers,$,60302,restaurant
39951, Mama Thai,RestaurantsThai RestaurantsAsian Restaurants,$$,60302,restaurant
39952, Na Siam Thai Restaurant - Oak Park,RestaurantsThai RestaurantsFamily Style Restaurants,$$,60302,restaurant
39953, Serenitea Tea Cafe & Boutique,RestaurantsCoffee ShopsCaterers,$$,60302,restaurant
39954, Robinson's #1 Ribs,RestaurantsAmerican RestaurantsBarbecue Restaurants,$$,60302,restaurant
39955, Barclay's American Grille,RestaurantsBarbecue RestaurantsBar & Grills,$$,60302,restaurant
39956, Poor Phil's Bar & Grill,RestaurantsSeafood RestaurantsBars,$$,60302,restaurant
39957, HomeTown Buffet,RestaurantsBuffet RestaurantsAmerican Restaurants,,60302,restaurant
39958, Denny's,"RestaurantsBreakfast, Brunch & Lunch RestaurantsAmerican Restaurants",$,60302,restaurant
39959,New Rebozo,RestaurantsFamily Style RestaurantsMexican Restaurants,$$,60302,restaurant
39960,Wild Onion Tied House,RestaurantsAmerican RestaurantsBars,,60302,restaurant
39961,Victory Italian - Oak Park,RestaurantsItalian Restaurants,$$$$,60302,restaurant
39962,Carnivore Inc,RestaurantsAmerican RestaurantsRestaurant Delivery Service,$$,60302,restaurant
39963,Butter & Brown Bistro,RestaurantsAmerican RestaurantsFrench Restaurants,$,60302,restaurant
39964,George's Restaurant,RestaurantsCoffee ShopsAmerican Restaurants,$$,60302,restaurant
39965,Maya Del Sol,RestaurantsMexican RestaurantsLatin American Restaurants,$$,60302,restaurant
39966,Hemmingway's Bistro,RestaurantsFrench RestaurantsContinental Restaurants,$$$,60302,restaurant
39967,Giordano's,RestaurantsPizzaItalian Restaurants,$$,60302,restaurant
39968, Puree's Pizza & Pasta,RestaurantsPizzaTake Out Restaurants,$,60301,restaurant
39969, Geppetto's Pasta & Pizza,RestaurantsPizzaTake Out Restaurants,$$,60301,restaurant
39970, Eyrie Culinary Restaurant,RestaurantsFamily Style RestaurantsTake Out Restaurants,$$,60301,restaurant
39971, Lola's Cantina & Grill,RestaurantsMexican RestaurantsTake Out Restaurants,,60301,restaurant
39972, New Pot Rice & Noodles,RestaurantsChinese Restaurants,,60301,restaurant
39973, Courageous Bakery & Cafe,RestaurantsAmerican RestaurantsBakeries,,60301,restaurant
39974, Kyuramen,RestaurantsJapanese RestaurantsTake Out Restaurants,,60301,restaurant
39975, Seven Ocean,RestaurantsSeafood Restaurants,$$,60301,restaurant
39976, Luo's Peking House,RestaurantsChinese RestaurantsAsian Restaurants,$,60301,restaurant
39977, New Pot Restaurant,RestaurantsAsian RestaurantsThai Restaurants,$,60301,restaurant
39978, Sagano Sushi,RestaurantsSushi BarsTake Out Restaurants,$$,60301,restaurant
39979, Il Vicolo Trattoria,RestaurantsItalian RestaurantsPizza,,60301,restaurant
39980, Messy Crab,RestaurantsSeafood Restaurants,$$,60301,restaurant
39981, Saigon Pho & Cafe,RestaurantsVietnamese RestaurantsAsian Restaurants,$$,60301,restaurant
39982, Katy's Dumpling House,RestaurantsChinese RestaurantsCaterers,$$,60301,restaurant
39983, Mulata Kitchen + Coffee,RestaurantsAmerican RestaurantsTake Out Restaurants,,60301,restaurant
39984, Winberie's Restaurant & Bar,RestaurantsAmerican Restaurants,$$,60301,restaurant
39985, Mancini's Italian Bistro,RestaurantsPizzaTake Out Restaurants,$$,60301,restaurant
39986, Bar Louie,RestaurantsAmerican RestaurantsBars,$$,60301,restaurant
39987, Bricks of Oak Park,RestaurantsPizzaTake Out Restaurants,,60301,restaurant
39988, Cozy Corner Coffee Shop,RestaurantsCoffee ShopsAmerican Restaurants,$,60301,restaurant
39989,Cooper's Hawk Winery & Restaurant- Oak Park,RestaurantsAmerican RestaurantsTake Out Restaurants,$$$$,60301,restaurant
39990,Munch,RestaurantsAmerican RestaurantsCaterers,$$,60301,restaurant
39991,Sushi House,RestaurantsSushi BarsTake Out Restaurants,$$,60301,restaurant
39992,Oak Park - Lou Malnati's Pizzeria,RestaurantsItalian RestaurantsPizza,$,60301,restaurant
39993,Scratch On Lake,RestaurantsAmerican RestaurantsSandwich Shops,$$,60301,restaurant
39994,Q-Bbq,RestaurantsBarbecue RestaurantsAmerican Restaurants,$$,60301,restaurant
39995,The Little Gem Cafe,RestaurantsContinental RestaurantsCoffee Shops,$$,60301,restaurant
39996,TGI Fridays,RestaurantsAmerican RestaurantsBar & Grills,$$,60301,restaurant
39997,Cucina Paradiso,RestaurantsItalian RestaurantsTake Out Restaurants,$$,60301,restaurant
39998, Bar Louie,RestaurantsAmerican RestaurantsBars,$$,60209,restaurant
39999, Stacked & Folded,RestaurantsAmerican RestaurantsMexican Restaurants,$$,60209,restaurant
40000, Shinsen,RestaurantsSushi BarsJapanese Restaurants,,60209,restaurant
40001, Pasta Luna,RestaurantsItalian Restaurants,,60209,restaurant
40002, La Cocinita Restaurant,RestaurantsLatin American RestaurantsFamily Style Restaurants,$,60209,restaurant
40003, Soulwich,RestaurantsAsian RestaurantsCaterers,$,60209,restaurant
40004, Eggsperience Express Cafe,RestaurantsAmerican Restaurants,$,60209,restaurant
40005, Hokkaido Ramen & Sushi Bar,RestaurantsJapanese Restaurants,,60209,restaurant
40006, Cinnaholic,RestaurantsAmerican RestaurantsBakeries,,60209,restaurant
40007, Furious Spoon,RestaurantsJapanese RestaurantsAsian Restaurants,$,60209,restaurant
40008, Rock 'N Ravioli,RestaurantsItalian Restaurants,$$,60209,restaurant
40009, Trattoria D.O.C.,RestaurantsItalian RestaurantsCaterers,$$,60209,restaurant
40010, Noodles & Company,RestaurantsAsian Restaurants,$,60209,restaurant
40011, Quince at the Homestead,RestaurantsAmerican RestaurantsCaterers,,60209,restaurant
40012, Lulu's,RestaurantsJapanese RestaurantsChinese Restaurants,,60209,restaurant
40013, Chef's Station,RestaurantsAmerican Restaurants,$$$,60209,restaurant
40014, Celtic Knot Public House,RestaurantsIrish RestaurantsBrew Pubs,$$,60209,restaurant
40015, Kansaku,RestaurantsSushi BarsJapanese Restaurants,$$,60209,restaurant
40016, Lucky Platter,RestaurantsAmerican RestaurantsTake Out Restaurants,$$,60209,restaurant
40017, Evanston - Lou Malnati's Pizzeria,RestaurantsItalian RestaurantsPizza,$$,60209,restaurant
40018, Kuni's Japanese Restaurant,RestaurantsJapanese RestaurantsFamily Style Restaurants,$$,60209,restaurant
40019,Koi Fine Asian Cuisine & Lounge,RestaurantsJapanese RestaurantsChinese Restaurants,$$,60209,restaurant
40020,Feast & Imbibe,RestaurantsAmerican RestaurantsCaterers,,60209,restaurant
40021,Prairie Moon All American Dining,RestaurantsAmerican RestaurantsCaterers,$$,60209,restaurant
40022,Hecky's Barbecue,RestaurantsBarbecue RestaurantsAmerican Restaurants,$$,60209,restaurant
40023,Pete Millers Seafood & Prime Steak,RestaurantsSeafood RestaurantsAmerican Restaurants,$$$,60209,restaurant
40024,Chili's Grill & Bar,RestaurantsAmerican RestaurantsBars,$$,60209,restaurant
40025,Campagnola,RestaurantsItalian RestaurantsCaterers,$$$,60209,restaurant
40026,Giordano's,RestaurantsPizzaItalian Restaurants,$,60209,restaurant
40027,Clarke's Off Campus,"RestaurantsCoffee ShopsBreakfast, Brunch & Lunch Restaurants",$,60209,restaurant
40028, Cinnaholic,RestaurantsAmerican RestaurantsBakeries,,60208,restaurant
40029, Hokkaido Ramen & Sushi Bar,RestaurantsJapanese Restaurants,,60208,restaurant
40030, Eggsperience Express Cafe,RestaurantsAmerican Restaurants,$,60208,restaurant
40031, Soulwich,RestaurantsAsian RestaurantsCaterers,$,60208,restaurant
40032, La Cocinita Restaurant,RestaurantsLatin American RestaurantsFamily Style Restaurants,$,60208,restaurant
40033, Pasta Luna,RestaurantsItalian Restaurants,,60208,restaurant
40034, Trattoria D.O.C.,RestaurantsItalian RestaurantsCaterers,$$,60208,restaurant
40035, Noodles & Company,RestaurantsAsian Restaurants,$,60208,restaurant
40036, Lulu's,RestaurantsJapanese RestaurantsChinese Restaurants,,60208,restaurant
40037, Quince at the Homestead,RestaurantsAmerican RestaurantsCaterers,,60208,restaurant
40038, Chef's Station,RestaurantsAmerican Restaurants,$$$,60208,restaurant
40039, Kansaku,RestaurantsSushi BarsJapanese Restaurants,$$,60208,restaurant
40040, Celtic Knot Public House,RestaurantsIrish RestaurantsBrew Pubs,$$,60208,restaurant
40041, Lucky Platter,RestaurantsAmerican RestaurantsTake Out Restaurants,$$,60208,restaurant
40042, Evanston - Lou Malnati's Pizzeria,RestaurantsItalian RestaurantsPizza,$$,60208,restaurant
40043, Kuni's Japanese Restaurant,RestaurantsJapanese RestaurantsFamily Style Restaurants,$$,60208,restaurant
40044, Koi Fine Asian Cuisine & Lounge,RestaurantsJapanese RestaurantsChinese Restaurants,$$,60208,restaurant
40045, Feast & Imbibe,RestaurantsAmerican RestaurantsCaterers,,60208,restaurant
40046, Prairie Moon All American Dining,RestaurantsAmerican RestaurantsCaterers,$$,60208,restaurant
40047, Hecky's Barbecue,RestaurantsBarbecue RestaurantsAmerican Restaurants,$$,60208,restaurant
40048, Pete Millers Seafood & Prime Steak,RestaurantsSeafood RestaurantsAmerican Restaurants,$$$,60208,restaurant
40049,Chili's Grill & Bar,RestaurantsAmerican RestaurantsBars,$$,60208,restaurant
40050,Giordano's,RestaurantsPizzaItalian Restaurants,$,60208,restaurant
40051,Clarke's Off Campus,"RestaurantsCoffee ShopsBreakfast, Brunch & Lunch Restaurants",$,60208,restaurant
40052,Subway,RestaurantsFast Food RestaurantsSandwich Shops,,60208,restaurant
40053,Einstein Bros Bagels,"RestaurantsBagelsBreakfast, Brunch & Lunch Restaurants",$,60208,restaurant
40054,Cce,Restaurants,,60208,restaurant
40055,MOD Pizza,RestaurantsPizza,,60208,restaurant
40056,BrewBike,Restaurants,,60208,restaurant
40057,Dunkin,RestaurantsDonut ShopsBagels,,60208,restaurant
40058, Bar Louie,RestaurantsAmerican RestaurantsBars,$$,60204,restaurant
40059, Stacked & Folded,RestaurantsAmerican RestaurantsMexican Restaurants,$$,60204,restaurant
40060, Shinsen,RestaurantsSushi BarsJapanese Restaurants,,60204,restaurant
40061, Pasta Luna,RestaurantsItalian Restaurants,,60204,restaurant
40062, La Cocinita Restaurant,RestaurantsLatin American RestaurantsFamily Style Restaurants,$,60204,restaurant
40063, Soulwich,RestaurantsAsian RestaurantsCaterers,$,60204,restaurant
40064, Eggsperience Express Cafe,RestaurantsAmerican Restaurants,$,60204,restaurant
40065, Hokkaido Ramen & Sushi Bar,RestaurantsJapanese Restaurants,,60204,restaurant
40066, Cinnaholic,RestaurantsAmerican RestaurantsBakeries,,60204,restaurant
40067, Furious Spoon,RestaurantsJapanese RestaurantsAsian Restaurants,$,60204,restaurant
40068, Rock 'N Ravioli,RestaurantsItalian Restaurants,$$,60204,restaurant
40069, Trattoria D.O.C.,RestaurantsItalian RestaurantsCaterers,$$,60204,restaurant
40070, Noodles & Company,RestaurantsAsian Restaurants,$,60204,restaurant
40071, Quince at the Homestead,RestaurantsAmerican RestaurantsCaterers,,60204,restaurant
40072, Lulu's,RestaurantsJapanese RestaurantsChinese Restaurants,,60204,restaurant
40073, Chef's Station,RestaurantsAmerican Restaurants,$$$,60204,restaurant
40074, Celtic Knot Public House,RestaurantsIrish RestaurantsBrew Pubs,$$,60204,restaurant
